CustomerID,top_risk_drivers,top_protective_drivers,model_explanation
17954,"trend_orders_30_vs_90, spend_last_90d, orders_last_90d","frequency_orders, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: trend_orders_30_vs_90, spend_last_90d, orders_last_90d. Main factors reducing churn risk: frequency_orders, recency_days, trend_spend_30_vs_90."
17955,"monetary_total, orders_last_60d, spend_last_90d","spend_last_60d, frequency_orders, trend_orders_30_vs_90","Main churn-risk drivers: monetary_total, orders_last_60d, spend_last_90d. Main factors reducing churn risk: spend_last_60d, frequency_orders, trend_orders_30_vs_90."
17956,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17958,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
17960,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
17961,"trend_orders_30_vs_90, orders_last_90d, monetary_total","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_90d, monetary_total. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
17962,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
17964,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17965,"orders_last_30d, trend_orders_30_vs_90, spend_last_60d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, spend_last_60d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
17966,"monetary_total, orders_last_60d, trend_orders_30_vs_90","trend_spend_30_vs_90, spend_last_60d, frequency_orders","Main churn-risk drivers: monetary_total, orders_last_60d, trend_orders_30_vs_90. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, frequency_orders."
17967,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17968,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17969,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
17970,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17972,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17974,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17975,"spend_last_60d, trend_orders_30_vs_90, orders_last_30d","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: spend_last_60d, trend_orders_30_vs_90, orders_last_30d. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
17976,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17978,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17979,"monetary_total, orders_last_60d, frequency_orders","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: monetary_total, orders_last_60d, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
17980,"orders_last_60d, monetary_total, frequency_orders","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: orders_last_60d, monetary_total, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
17984,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, monetary_mean."
17987,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17988,"orders_last_30d, monetary_total, spend_last_90d","orders_last_60d, frequency_orders, recency_days","Main churn-risk drivers: orders_last_30d, monetary_total, spend_last_90d. Main factors reducing churn risk: orders_last_60d, frequency_orders, recency_days."
17990,"orders_last_60d, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: orders_last_60d, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17991,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_median","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_median."
17994,"monetary_total, trend_orders_30_vs_90, spend_last_90d","recency_days, trend_spend_30_vs_90, frequency_orders","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, frequency_orders."
17995,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17997,"orders_last_30d, trend_orders_30_vs_90, orders_last_90d","orders_last_60d, frequency_orders, recency_days","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: orders_last_60d, frequency_orders, recency_days."
17999,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
18004,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
18008,"orders_last_60d, spend_last_90d, trend_spend_30_vs_90","frequency_orders, spend_last_60d, monetary_total","Main churn-risk drivers: orders_last_60d, spend_last_90d, trend_spend_30_vs_90. Main factors reducing churn risk: frequency_orders, spend_last_60d, monetary_total."
18009,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
18010,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
18011,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
18013,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
18016,"monetary_total, orders_last_60d, frequency_orders","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: monetary_total, orders_last_60d, frequency_orders. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
18017,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
18018,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, spend_last_60d."
18024,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
18027,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, spend_last_60d."
18032,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
18036,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, monetary_mean."
18037,"monetary_total, orders_last_60d, trend_orders_30_vs_90","frequency_orders, spend_last_60d, trend_spend_30_vs_90","Main churn-risk drivers: monetary_total, orders_last_60d, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, spend_last_60d, trend_spend_30_vs_90."
18040,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
18041,"orders_last_30d, trend_orders_30_vs_90, spend_last_90d","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
18043,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
18044,"orders_last_60d, monetary_total, trend_orders_30_vs_90","frequency_orders, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: orders_last_60d, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, trend_spend_30_vs_90, spend_last_60d."
18048,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
18050,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
